style,sum
cargo,1.6065157983625045
blazer,6.971483511194398
bodycon,0.0
cape,2.6137398748727922
draped,0.9058757701798107
corset,1.8177566972250063
flared,0.4474192684810743
harem,0.0
culottes,0.0
skinny,0.6666666666666666
shirt,18.813498589451168
straight,4.117607553293988
sweatshirt,2.526043744134822
tank,5.142870726859633
tee,10.200234381834267
unitard,0.0
